Dif	Group
7810106	sim
12160342	sim
27411829	sim
1103072	sim
3198136	sim
498867	sim
1415216	sim
11989609	sim
1781693	sim
1113430	sim
5267880	sim
3709550	sim
5351198	sim
2026217	sim
16578974	sim
5241241	sim
23529257	sim
6045482	sim
37663	sim
9309573	sim
19148316	sim
5408900	sim
2710166	sim
18720200	sim
3849854	sim
3598664	sim
1211262	sim
6012134	sim
989076	sim
6715616	sim
661475	sim
4838137	sim
1920624	sim
409463	sim
16198778	sim
1318891	sim
158413	sim
1715204	sim
7126001	sim
21973	sim
168580	sim
5482382	sim
1642824	sim
13301280	sim
4059637	sim
1657202	sim
2016467	sim
5475908	sim
1000149	sim
5634168	sim
1201349	sim
788086	sim
9911700	sim
632148	sim
7445315	sim
4550185	sim
9865975	sim
8830900	sim
13872297	sim
5344056	sim
5217954	sim
1477406	sim
5166292	sim
3722060	sim
15146424	sim
2004871	sim
19480131	sim
5624050	sim
1105008	sim
12365191	sim
8529523	sim
13683706	sim
733203	sim
13411210	sim
315994	sim
6358162	sim
5325291	sim
3486158	sim
3159064	sim
8530831	sim
1297228	sim
172065	sim
1535163	sim
2348143	sim
6371391	sim
758269	sim
13336886	sim
12915844	sim
7513885	sim
5078086	sim
6696762	sim
754290	sim
18023206	sim
2803595	sim
5149512	sim
4183526	sim
1188362	sim
14088474	sim
14977340	sim
10965296	sim
11245883	sim
1755059	sim
3847571	sim
7927841	sim
2161038	sim
2327725	sim
6033278	sim
5558891	sim
17794060	sim
138739	sim
892098	sim
171137	sim
5816466	sim
7186618	sim
199014	sim
4741835	sim
8505403	sim
2275681	sim
4153985	sim
2527223	sim
1780514	sim
486764	sim
3735707	sim
260326	sim
21401211	sim
2392486	sim
1576379	sim
517923	sim
2798605	sim
20104491	sim
9670791	sim
2828258	sim
12404705	sim
4101706	sim
3056054	sim
3676225	sim
12221275	sim
7497242	sim
162152	sim
5744872	sim
3055059	sim
808396	sim
3950705	sim
1886521	sim
2941679	sim
7961605	sim
2663511	sim
1921349	sim
1325431	sim
277004	sim
17587557	sim
3713929	sim
274752	sim
1269634	sim
6718714	sim
1623817	sim
7935279	sim
4133235	sim
1280268	sim
2951518	sim
5455864	sim
7618553	sim
19225195	sim
3186154	sim
5828958	sim
10322171	sim
846561	sim
12331099	sim
5656796	sim
1778953	sim
103191	sim
2443645	sim
8330651	sim
1667470	sim
41073494	sim
1229063	sim
897244	sim
10208431	sim
1782743	sim
8044818	sim
1516634	sim
3236156	sim
13293933	sim
5018475	sim
13674959	sim
546175	sim
810739	sim
4161760	sim
1531654	sim
567744	sim
6529742	sim
5629934	sim
7498475	sim
453015	sim
2220771	sim
6688657	sim
4745897	sim
761502	sim
829032	sim
3534468	sim
1396995	sim
292840	sim
1168026	sim
1249445	sim
4501472	sim
15818026	sim
4444710	sim
9789837	sim
11777257	sim
625154	sim
758319	sim
14922116	sim
2782787	sim
1825252	sim
13247272	sim
785591	sim
3058983	sim
816018	sim
857520	sim
8320722	sim
5678883	sim
182223	sim
2706389	sim
5040093	sim
27494182	sim
1039175	sim
12555660	sim
2786149	sim
3297509	sim
6511572	sim
1001712	sim
497020	sim
13163921	sim
25752	sim
6035321	sim
12775616	sim
1261969	sim
4658793	sim
5497180	sim
8791579	sim
1056018	sim
3006564	sim
844181	sim
437579	sim
5393050	sim
1099827	sim
2470482	sim
19452216	sim
1470444	sim
5154788	sim
874144	sim
806719	sim
338849	sim
16695130	sim
10253623	sim
8869346	sim
3170046	sim
13664479	sim
156108	sim
15953599	sim
9549982	sim
3231933	sim
7677438	sim
1209091	sim
1797064	sim
847789	sim
4489433	sim
13166569	sim
2332318	sim
7832798	sim
3382301	sim
2939157	sim
4079149	sim
1690969	sim
9994934	sim
4086788	sim
6662132	sim
2932835	sim
6205523	sim
15120368	sim
5953296	sim
7174999	sim
13857747	sim
2836611	sim
110717	sim
3529489	sim
5022344	sim
1649117	sim
475567	sim
3339119	sim
2904881	sim
13338419	sim
6059983	sim
16516926	sim
1578287	sim
3685374	sim
210467	sim
2440616	sim
12932756	sim
5929833	sim
3162453	sim
2157320	sim
3240388	sim
361444	sim
520250	sim
373413	sim
8602530	sim
8875652	sim
20198145	sim
4076783	sim
4357023	sim
2538153	sim
11309989	sim
4196527	sim
464870	sim
2992593	sim
2400344	sim
27888835	sim
8841215	sim
8658630	sim
7938333	sim
4105353	sim
5990389	sim
1825598	sim
4099533	sim
1535058	sim
248648	sim
695064	sim
14660387	sim
9711200	sim
19493373	sim
2023864	sim
113092	sim
1983350	sim
3980662	sim
3873643	sim
7363568	sim
6136318	sim
4409635	sim
7878381	sim
1593183	sim
5796235	sim
1398245	sim
3923050	sim
13518432	sim
10558456	sim
1209999	sim
1489105	sim
14256576	sim
55252	sim
2984925	sim
893497	sim
5226991	sim
497187	sim
4829134	sim
5229993	sim
811808	sim
17152028	sim
125429	sim
625712	sim
590379	sim
10493395	sim
5638232	sim
2357595	sim
1710748	sim
443093	sim
15550597	sim
1659107	sim
1017494	sim
704456	sim
14961450	sim
10193229	sim
1491568	sim
6964101	sim
3494497	sim
7971865	sim
13744157	sim
145755	sim
3229464	sim
25675087	sim
2497800	sim
5266828	sim
2060799	sim
8369960	sim
2847928	sim
4445712	sim
3343064	sim
4943659	sim
5630471	sim
22921969	sim
1441430	sim
654979	sim
8008742	sim
2661073	sim
4830753	sim
2824600	sim
824989	sim
8885456	sim
1223150	sim
10726864	sim
21612233	sim
1252938	sim
11920643	sim
776113	sim
7925595	sim
6438598	sim
1960703	sim
1703467	sim
1400153	sim
8740378	sim
297814	sim
4012026	sim
5456529	sim
3603028	sim
7502529	sim
3553862	sim
3106104	sim
5221538	sim
8196422	sim
1805617	sim
13941949	sim
1475901	sim
15287603	sim
2882698	sim
14406101	sim
6461009	sim
14475491	sim
13405669	sim
1545210	sim
90625	sim
816506	sim
5958837	sim
292987	sim
11431348	sim
432812	sim
4700418	sim
2733377	sim
2577584	sim
3187938	sim
5157798	sim
320657	sim
9588515	sim
13206245	sim
124848	sim
9502073	sim
1426724	sim
1132803	sim
13642099	sim
2129757	sim
2033672	sim
17947483	sim
1932584	sim
1623764	sim
4150813	sim
18958659	sim
16582983	sim
888151	sim
4045893	sim
1809172	sim
17725713	sim
4658232	sim
1773553	sim
6923661	sim
4018371	sim
4549414	sim
9649058	sim
1888076	sim
1761953	sim
22146991	sim
1518093	sim
1299128	sim
12125339	sim
16172835	sim
6891426	sim
7539392	sim
3278727	sim
2350439	sim
931179	sim
1716321	sim
2653437	sim
12176317	sim
2221011	sim
4382640	sim
836994	sim
2103174	sim
2776247	sim
9828293	sim
9323523	sim
12631812	sim
3019168	sim
240685	sim
143016	sim
4342495	sim
2503661	sim
8695714	sim
2552111	sim
10881410	sim
2555347	sim
10912824	sim
9914819	sim
204897	sim
2559631	sim
9928542	sim
5119912	sim
13684797	sim
1637065	sim
941509	sim
18594532	sim
3468057	sim
738310	sim
6289807	sim
1704446	sim
4984775	sim
5709120	sim
12950882	sim
3994719	sim
1835445	sim
2938809	sim
774948	sim
3510659	sim
587873	sim
4106183	sim
5828477	sim
9415060	sim
5451133	sim
4726360	sim
564203	sim
18275476	sim
1469734	sim
16160629	sim
255029	sim
2805823	sim
4696975	sim
15281107	sim
5890953	sim
3446279	sim
85381	sim
22711605	sim
3381687	sim
20142790	sim
10136054	sim
2042008	sim
4208275	sim
24660639	sim
2899945	sim
2041223	sim
3022985	sim
14814069	sim
3681060	sim
9923867	sim
1322616	sim
531419	sim
904423	sim
1712844	sim
2766134	sim
1289503	sim
2078387	sim
2771289	sim
14880108	sim
2465640	sim
143171	sim
2835867	sim
18078524	sim
41858	sim
1940189	sim
27199051	sim
356049	sim
15688477	sim
1868678	sim
414645	sim
8438216	sim
2361166	sim
8266332	sim
18017062	sim
78185	sim
1563636	sim
12441533	sim
38022	sim
10390100	sim
1806362	sim
2753873	sim
2172137	sim
1957212	sim
1950510	sim
2740256	sim
6691470	sim
4830583	sim
1119015	sim
8176433	sim
3025005	sim
11871908	sim
2459878	sim
2899557	sim
943303	sim
2576062	sim
6108889	sim
2280067	sim
4140263	sim
8017322	sim
17361714	sim
16104400	sim
15256640	sim
266288	sim
1377509	sim
15664906	sim
1607272	sim
6802209	sim
4924059	sim
2258455	sim
3270185	sim
761582	sim
334707	sim
1892448	sim
8781450	sim
4994321	sim
1555599	sim
12907258	sim
12473603	sim
4259607	sim
11737628	sim
7581548	sim
4274809	sim
10100077	sim
9341038	sim
2674592	sim
4470173	sim
7992531	sim
807974	sim
2682436	sim
13307285	sim
2113159	sim
4380905	sim
3835119	sim
6221905	sim
2511748	sim
9990618	sim
1333941	sim
5183021	sim
435378	sim
6526692	sim
4713273	sim
395350	sim
32879612	sim
672983	sim
481611	sim
470118	sim
781086	sim
2971568	sim
18839571	sim
5166372	sim
1617669	sim
7760753	sim
1342125	sim
1213743	sim
3582941	sim
13087235	sim
7783135	sim
206309	sim
16630349	sim
120947	sim
3333622	sim
8215862	sim
2089799	sim
1658130	sim
5381579	sim
8995797	sim
7449539	sim
19429494	sim
8268102	sim
2170459	sim
3720267	sim
3009646	sim
5803427	sim
232207	sim
4658231	sim
208248	sim
3027222	sim
7083133	sim
10520906	sim
2905590	sim
690534	sim
3187048	sim
2515674	sim
3499886	sim
254022	sim
4087041	sim
5214506	sim
8648914	sim
11979962	sim
14672746	sim
14925992	sim
875321	sim
2862302	sim
15184775	sim
3582094	sim
15255454	sim
7246655	sim
7190623	sim
10978411	sim
4168577	sim
1188089	sim
805750	sim
6986546	sim
1863865	sim
5517561	sim
11554506	sim
7148596	sim
366067	sim
12926470	sim
11789398	sim
2044248	sim
3215	sim
6154706	sim
2858192	sim
5492715	sim
4385152	sim
1682907	sim
2340313	sim
1393698	sim
3239915	sim
6395396	sim
3825187	sim
776862	sim
649123	sim
823330	sim
1224272	sim
2627034	sim
8038642	sim
10956551	sim
13726784	sim
3205389	sim
597569	sim
11106033	sim
2784526	sim
5018568	sim
9458464	sim
6288581	sim
6651497	sim
506807	sim
20094825	sim
8706116	sim
3071654	sim
14800829	sim
306159	sim
4040533	sim
2148352	sim
2568119	sim
2045698	sim
50438	sim
1026490	sim
17162468	sim
2536	sim
3952207	sim
5617387	sim
6456978	sim
4558886	sim
14614280	sim
246919	sim
2846056	sim
682067	sim
1666554	sim
7037572	sim
1063898	sim
11073957	sim
4341374	sim
14558732	sim
6772582	sim
10644044	sim
1238177	sim
2339208	sim
4390908	sim
2642970	sim
2409644	sim
17441822	sim
20817953	sim
6635121	sim
2209	sim
961936	sim
7146900	sim
12724737	sim
9146295	sim
3929746	sim
2990140	sim
478994	sim
4842069	sim
5639999	sim
1208248	sim
2829401	sim
795653	sim
12521267	sim
3141635	sim
21000	sim
3963027	sim
852741	sim
1691982	sim
24079970	sim
4448735	sim
18299558	sim
2915270	sim
9089924	sim
6201343	sim
2889749	sim
199808	sim
160232	sim
716021	sim
4235018	sim
757961	sim
345578	sim
3453446	sim
8374086	sim
518478	sim
3270053	sim
9870668	sim
8105082	sim
3249864	sim
4405649	sim
4317994	sim
679134	sim
2909261	sim
21575943	sim
16693749	sim
11626236	sim
5528200	sim
6863381	sim
6689786	sim
2255889	sim
115259	sim
3462129	sim
15734843	sim
11333410	sim
5242361	sim
3333270	sim
6785551	sim
1560926	sim
1010738	sim
450999	sim
1721106	sim
6249151	sim
5371166	sim
320802	sim
1302484	sim
1424819	sim
286710	sim
3734948	sim
4081352	sim
1752899	sim
38536000	sim
13446851	sim
8100640	sim
6255514	sim
4635348	sim
7338092	sim
7467137	sim
17908571	sim
4388108	sim
174519	sim
5575215	sim
3955127	sim
2303673	sim
2841284	sim
1399409	sim
2866727	sim
2157891	sim
3074046	sim
11906418	sim
2521327	sim
6054429	sim
2124022	sim
1670269	sim
6961132	sim
22926919	sim
11853318	sim
3335091	sim
533208	sim
5316585	sim
4550905	sim
17151894	sim
10822982	sim
2975407	sim
4527183	sim
7680722	sim
14404078	sim
1697989	sim
17320543	sim
2260991	sim
1559253	sim
1229233	sim
5277455	sim
326100	sim
2670984	sim
1466839	sim
536012	sim
14538879	sim
4919689	sim
2089645	sim
1654112	sim
109789	sim
1815673	sim
13032564	sim
18149861	sim
6513707	sim
6583189	sim
6467819	sim
19859401	sim
8180346	sim
5254237	sim
10813148	sim
11411395	sim
2029751	sim
7572375	sim
1590920	sim
827741	sim
7242066	sim
1491838	sim
819062	sim
2576404	sim
2016194	sim
257536	sim
8799014	sim
2431740	sim
14193600	sim
515087	sim
3809	sim
13663659	sim
4077710	sim
8161355	sim
10316221	sim
854514	sim
430195	sim
6944750	sim
193104	sim
2221924	sim
5183904	sim
12011043	sim
5136163	sim
6641429	sim
782605	sim
9464049	sim
3727141	sim
1099809	sim
5190703	sim
3230836	sim
7379317	sim
17251569	sim
4364193	sim
5660393	sim
9381484	sim
2151122	sim
4046941	sim
5040870	sim
27867124	sim
377026	sim
1639950	sim
1780798	sim
2334171	sim
4667739	sim
6183349	sim
5618726	sim
4109949	sim
3034363	sim
8305076	sim
8398322	sim
4178665	sim
184399	sim
9229641	sim
1852474	sim
3674765	sim
2472737	sim
1725326	sim
3694516	sim
11517714	sim
1046883	sim
10137459	sim
5637505	sim
8051212	sim
3598440	sim
27605341	sim
12083530	sim
1105507	sim
10871385	sim
4433964	sim
1332476	sim
5005720	sim
9218004	sim
10726472	sim
6945687	sim
2796905	sim
3258620	sim
5712149	sim
5347210	sim
6806524	sim
1697476	sim
14532961	sim
63590	sim
15793113	sim
56345	sim
3993181	sim
8205274	sim
12568711	sim
4913901	sim
8332152	sim
5989534	sim
1099500	sim
4514043	sim
4091570	sim
10129162	sim
7664624	sim
7719826	sim
10125875	sim
1797698	sim
4955936	sim
2434067	sim
3045593	sim
9867481	sim
2999408	sim
6173658	sim
11114382	sim
2977873	sim
5536246	sim
3683253	sim
827528	sim
9254923	sim
12318149	sim
4487419	sim
5162871	sim
12222186	sim
716435	sim
509296	sim
3962400	sim
4536343	sim
4823480	sim
7463319	sim
93559	sim
894040	sim
3058429	sim
3707588	sim
847381	sim
798985	sim
5583445	sim
23071532	sim
18343920	sim
8130157	sim
5003112	sim
2099057	sim
14414367	sim
10182901	sim
2470937	sim
1738709	sim
12389953	sim
7626245	sim
4079211	sim
846993	sim
2580073	sim
3881597	sim
6197431	sim
7536245	sim
12075468	sim
1615013	sim
15929551	sim
3708378	sim
6514248	sim
1692160	sim
813406	sim
13053151	sim
5450840	sim
5070930	sim
3724188	sim
240141	sim
14042001	sim
4112235	sim
4638980	sim
7152806	sim
6394767	sim
6959960	sim
10546740	sim
5494363	sim
1492886	sim
5373041	sim
468009	sim
3165741	sim
1866748	sim
1950764	sim
5584065	sim
10161194	sim
14912320	sim
5327359	sim
3619653	sim
6678675	sim
10175820	sim
3669486	sim
1810176	sim
4717886	sim
8503155	sim
269847	sim
576576	sim
209951	sim
4570522	sim
2518872	sim
8966646	sim
7308601	sim
15724532	sim
20124	sim
1917473	sim
5680413	sim
195342	sim
2985441	sim
7796066	sim
15223153	sim
1201834	sim
487981	sim
12253033	sim
2660125	sim
2862001	sim
4303195	sim
2979786	sim
1009417	sim
4359710	sim
9926413	sim
6640856	sim
6121100	sim
1326371	sim
204349	sim
796678	sim
3358484	sim
1494332	sim
9088665	sim
2014580	sim
7794002	sim
21514567	sim
19773611	sim
11627141	sim
9255680	sim
4016597	sim
1288114	sim
4443124	sim
736161	sim
123461	sim
10033912	sim
14780516	sim
4852764	sim
966133	sim
5050083	sim
4619258	sim
1623091	sim
2517865	sim
5996802	sim
4271244	sim
3523708	sim
2777433	sim
1072698	sim
11623548	sim
1028770	sim
19419447	sim
4624498	sim
2338229	sim
19789244	sim
9115933	sim
10702490	sim
239044	sim
1007599	sim
5261455	sim
4483600	sim
3877040	sim
276249	sim
4491298	sim
6757106	sim
11785404	sim
158738	sim
3584891	sim
3705573	sim
1024404	sim
3465989	sim
17283230	sim
5332716	sim
130350	sim
4619439	sim
10640044	sim
3939162	sim
1963820	sim
1568082	sim
1464927	sim
471689	sim
18039592	sim
3406427	sim
15747039	sim
4598805	sim
2345638	sim
17651739	sim
8678530	sim
7488089	sim
1316685	sim
1049	sim
643092	sim
2569008	sim
1414388	sim
842067	sim
10291563	sim
5527026	sim
2518907	sim
1302622	sim
842144	sim
4483328	sim
304803	sim
13792541	sim
15232941	sim
7874021	sim
828515	sim
14832678	sim
2224704	sim
3781888	sim
8041981	sim
4588424	sim
1360857	sim
295101	sim
1870520	sim
1360608	sim
2959133	sim
2771673	sim
6990013	sim
1962605	sim
5001185	sim
8241188	sim
2437247	sim
4941015	sim
481293	sim
6619685	sim
852887	sim
3567972	sim
9651525	sim
10723391	sim
3302367	sim
7690156	sim
5346886	sim
3864491	sim
1761594	sim
17157950	sim
12465230	sim
5466067	sim
3431865	sim
7115990	sim
2744425	sim
1919020	sim
443366	sim
663618	sim
4417097	sim
3015861	sim
5060233	sim
13807237	sim
3469943	sim
15651996	sim
8182588	sim
768465	sim
315566	sim
5432968	sim
14680090	sim
5945806	sim
1496633	sim
3704493	sim
5245818	sim
11125294	sim
1621193	sim
15764461	sim
9706894	sim
2034456	sim
4202087	sim
7088617	sim
3897316	sim
23940131	sim
3764705	sim
2222796	sim
8104416	sim
5915142	sim
1767836	sim
2258331	sim
736151	sim
6609473	sim
7514793	sim
8858	sim
350138	sim
4760978	sim
313263	sim
821151	sim
9699826	sim
5890788	sim
100711	sim
5925467	sim
905601	sim
19004546	sim
5642115	sim
1175078	sim
1309253	sim
4437789	sim
7697027	sim
4671151	sim
3985452	sim
8407404	sim
4061569	sim
2794112	sim
2285623	sim
1595348	sim
3199524	sim
9530695	sim
8330453	sim
2816539	sim
3223306	sim
3722555	sim
6576258	sim
1522015	sim
7200964	sim
1293223	sim
10804453	sim
5182040	sim
1102722	sim
12074538	sim
5921729	sim
1286393	sim
9452209	sim
9694574	sim
4233	sim
20504353	sim
748855	sim
3471578	sim
4108643	sim
3555408	sim
6020005	sim
4053438	sim
1373185	sim
6050518	sim
1147605	sim
1740977	sim
3064834	sim
5140681	sim
4947638	sim
6163459	sim
3137138	sim
459802	sim
22312187	sim
1054510	sim
13274398	sim
1904726	sim
1396440	sim
8988770	sim
11981562	sim
1295210	sim
547015	sim
5883560	sim
5987009	sim
14025190	sim
4549153	sim
4783530	sim
9204527	sim
9475999	sim
252529	sim
5476020	sim
5491954	sim
5918850	sim
4208978	sim
8004549	sim
2348489	sim
6988449	sim
260423	sim
5148329	sim
22068112	sim
8959141	sim
899086	sim
1684046	sim
1298228	sim
4448768	sim
4407908	sim
8496551	sim
6095625	sim
1946297	sim
9603775	sim
3619643	sim
1084102	sim
9773180	sim
3061131	sim
3094673	sim
2804300	sim
225530	sim
1616094	sim
37814	sim
1278239	sim
346594	sim
8134993	sim
38376	sim
5900076	sim
4941660	sim
1525214	sim
47893056	sim
1327701	sim
12009594	sim
2642404	sim
3704346	sim
2153576	sim
1924269	sim
5938605	sim
8517547	sim
725477	sim
1021970	sim
6385156	sim
19468081	sim
746538	sim
9992942	sim
3419531	sim
1235688	sim
2022605	sim
1424811	sim
3479341	sim
16532889	sim
3789503	sim
7151680	sim
8395912	sim
15989504	sim
282273	sim
9223517	sim
3011844	sim
2398610	sim
4013707	sim
365801	sim
2583574	sim
7075622	sim
8063624	sim
1208598	sim
1875709	sim
2905629	sim
3239102	sim
1044050	sim
10660886	sim
7820611	sim
677411	sim
964991	sim
867066	sim
210999	sim
4177196	sim
7487501	sim
2492005	sim
6076458	sim
16736009	sim
6658508	sim
8631972	sim
5019364	sim
7834774	sim
10288122	sim
1999085	sim
14491059	sim
2287954	sim
11067122	sim
399276	sim
1034256	sim
5111837	sim
7992948	sim
301183	sim
3705473	sim
2685018	sim
2255310	sim
20725285	sim
7290392	sim
307710	sim
565548	sim
6338744	sim
7082193	sim
5184652	sim
1638713	sim
151335	sim
9751764	sim
3140458	sim
4764864	sim
6489153	sim
2619274	sim
2325720	sim
35641692	sim
6127732	sim
4490579	sim
5265963	sim
712359	sim
9874148	sim
5200905	sim
3290276	sim
14042874	sim
1908425	sim
23910260	sim
4743435	sim
7243948	sim
2715925	sim
2273858	sim
8055422	sim
8193859	sim
4008463	sim
1576464	sim
571503	sim
8207583	sim
596010	sim
6609976	sim
14355060	sim
1408829	sim
2689406	sim
849347	sim
4703901	sim
1625217	sim
8402732	sim
12529549	sim
143410	sim
3345659	sim
3929836	sim
15769763	sim
15351319	sim
390636	sim
5825709	sim
895554	sim
11915863	sim
4531590	sim
1576232	sim
1661095	sim
5403861	sim
603300	sim
12788704	sim
12654444	sim
3166176	sim
4733384	sim
5187697	sim
7661719	sim
1018037	sim
7949112	sim
686533	sim
1262086	sim
9259489	sim
1453667	sim
5706662	sim
3917167	sim
4187282	sim
2366382	sim
693854	sim
1253885	sim
457113	sim
4497976	sim
890609	sim
10152151	sim
4223429	sim
4484199	sim
11386640	sim
7003250	sim
4364068	sim
5743295	sim
2921937	sim
4797711	sim
4898881	sim
26723551	sim
3438982	sim
12834389	sim
5239643	sim
7424759	sim
7456967	sim
1788723	sim
1587736	sim
2645365	sim
14370823	sim
5582785	sim
6199970	sim
123931	sim
9106610	sim
7055481	sim
26916045	sim
919012	sim
5114428	sim
1243315	sim
2013378	sim
3197499	sim
10954219	sim
4550159	sim
9261234	sim
1188290	sim
8778140	sim
5548558	sim
479804	sim
3797441	sim
1243750	sim
4951105	sim
538265	sim
1258607	sim
4025619	sim
1551788	sim
7362924	sim
5555514	sim
773668	sim
15729637	sim
2549556	sim
4043689	sim
6220132	sim
6659953	sim
1647542	sim
10876231	sim
2177153	sim
9245288	sim
6031890	sim
170416	sim
6532202	sim
2522121	sim
8618308	sim
14537905	sim
3184180	sim
882468	sim
108707	sim
6612734	sim
4428538	sim
8492534	sim
470894	sim
5996547	sim
19321744	sim
3515785	sim
15403248	sim
2026123	sim
1873891	sim
4021302	sim
2248614	sim
5805284	sim
4278976	sim
2844141	sim
15084948	sim
2593690	sim
10382515	sim
1947769	sim
4095020	sim
292371	sim
7313809	sim
1413821	sim
15393864	sim
2846499	sim
321518	sim
20137166	sim
8915977	sim
14675741	sim
10346512	sim
2324478	sim
11283465	sim
2383969	sim
668732	sim
496064	sim
2220760	sim
2435484	sim
1030918	sim
3065713	sim
19485924	sim
2648264	sim
5657518	sim
6187344	sim
3211987	sim
11320383	sim
3176023	sim
3836765	sim
351753	sim
12331387	sim
5598585	sim
796781	sim
7991258	sim
5082148	sim
10392547	sim
10129291	sim
3832963	sim
1892754	sim
2806849	sim
2438760	sim
2294391	sim
5095335	sim
7198600	sim
5543417	sim
8734982	sim
5070203	sim
3519508	sim
15786	sim
3053841	sim
3776473	sim
1809225	sim
132834	sim
4234337	sim
19682871	sim
1169979	sim
5727492	sim
13299124	sim
11487549	sim
2863725	sim
2312464	sim
2152770	sim
6585527	sim
403407	sim
4392752	sim
4291798	sim
10005109	sim
2789086	sim
1086477	sim
322108	sim
9193463	sim
2253321	sim
22257964	sim
834208	sim
3180875	sim
10095744	sim
14060696	sim
3298080	sim
701388	sim
14852729	sim
5157732	sim
256358	sim
5386198	sim
2639167	sim
13155219	sim
1291554	sim
1514057	sim
423346	sim
3484023	sim
1174360	sim
351276	sim
4423705	sim
10055533	sim
14108020	sim
7744631	sim
7588786	sim
17157436	sim
2883580	sim
395256	sim
4739932	sim
6086847	sim
5465443	sim
7999236	sim
1780124	sim
16263915	sim
9274756	sim
2387078	sim
1693823	sim
17666498	sim
1971052	sim
5728253	sim
608507	sim
9180492	sim
11856691	sim
5336786	sim
8663060	sim
5801154	sim
1032809	sim
5231320	sim
568923	sim
4140669	sim
5974269	sim
7145492	sim
15591083	sim
3476250	sim
23739061	sim
6562997	sim
